,FECHA,MUNICIPIO RESIDENCIA,ACUMULADO,CASOS
483,2020-03-25,Cuajimalpa de Morelos,100.0,10.0
484,2020-03-25,Coyoacán,20.0,3.0
485,2020-03-25,Iztacalco,25.0,7.0
486,2020-03-25,Milpa Alta,3.0,1.0
487,2020-03-25,Xochimilco,22.0,2.0
488,2020-03-25,Azcapotzalco,40.0,4.0
489,2020-03-25,Benito Juárez,32.0,2.0
490,2020-03-25,Gustavo A. Madero,61.0,8.0
491,2020-03-25,La Magdalena Contreras,36.0,6.0
492,2020-03-25,Tláhuac,6.0,0.0
493,2020-03-25,Cuauhtémoc,20.0,1.0
494,2020-03-25,Venustiano Carranza,20.0,1.0
495,2020-03-25,Miguel Hidalgo,100.0,3.0
496,2020-03-26,Benito Juárez,36.0,4.0
497,2020-03-26,Tláhuac,7.0,1.0
498,2020-03-26,Miguel Hidalgo,106.0,6.0
499,2020-03-26,Gustavo A. Madero,70.0,9.0
500,2020-03-26,Xochimilco,22.0,0.0
501,2020-03-26,Coyoacán,27.0,7.0
502,2020-03-26,Azcapotzalco,48.0,8.0
503,2020-03-26,La Magdalena Contreras,38.0,2.0
504,2020-03-26,Tlalpan,39.0,8.0
505,2020-03-26,Álvaro Obregón,55.0,9.0
506,2020-03-26,Milpa Alta,6.0,3.0
507,2020-03-26,Cuajimalpa de Morelos,114.0,14.0
508,2020-03-26,Cuauhtémoc,26.0,6.0
509,2020-03-26,Iztapalapa,39.0,5.0
510,2020-03-26,Venustiano Carranza,24.0,4.0
511,2020-03-26,Iztacalco,33.0,8.0
512,2020-03-27,Álvaro Obregón,60.0,5.0
513,2020-03-27,Tláhuac,7.0,0.0
514,2020-03-27,Iztapalapa,48.0,9.0
515,2020-03-27,Benito Juárez,41.0,5.0
516,2020-03-27,Coyoacán,34.0,7.0
517,2020-03-27,Cuajimalpa de Morelos,137.0,23.0
518,2020-03-27,Iztacalco,45.0,12.0
519,2020-03-27,Milpa Alta,6.0,0.0
520,2020-03-27,La Magdalena Contreras,43.0,5.0
521,2020-03-27,Venustiano Carranza,28.0,4.0
522,2020-03-27,Azcapotzalco,57.0,9.0
523,2020-03-27,Xochimilco,28.0,6.0
524,2020-03-27,Gustavo A. Madero,80.0,10.0
525,2020-03-27,Miguel Hidalgo,108.0,2.0
526,2020-03-27,Cuauhtémoc,30.0,4.0
527,2020-03-27,Tlalpan,43.0,4.0
528,2020-03-28,Benito Juárez,48.0,7.0
529,2020-03-28,Iztapalapa,58.0,10.0
