date,name,value
2014-01-01,Xochimilco,118
2014-01-01,Alvaro Obregon,125
2015-01-01,Azcapotzalco,304
2015-01-01,Benito Juarez,86
2015-01-01,Coyoacan,157
2015-01-01,Cuajimalpa de Morelos,275
2015-01-01,Cuauhtemoc,77
2015-01-01,Gustavo A. Madero,186
2015-01-01,Iztacalco,191
2015-01-01,Iztapalapa,265
2015-01-01,La Magdalena Contreras,95
2015-01-01,Miguel Hidalgo,65
2015-01-01,Milpa Alta,123
2015-01-01,Tlalpan,215
2015-01-01,Tlahuac,143
2015-01-01,Venustiano Carranza,173
2015-01-01,Xochimilco,110
2015-01-01,Alvaro Obregon,117
2016-01-01,Azcapotzalco,189
2016-01-01,Benito Juarez,44
2016-01-01,Coyoacan,86
2016-01-01,Cuajimalpa de Morelos,162
2016-01-01,Cuauhtemoc,49
2016-01-01,Gustavo A. Madero,87
2016-01-01,Iztacalco,148
2016-01-01,Iztapalapa,115
2016-01-01,La Magdalena Contreras,40
2016-01-01,Miguel Hidalgo,47
2016-01-01,Milpa Alta,70
2016-01-01,Tlalpan,71
2016-01-01,Tlahuac,98
2016-01-01,Venustiano Carranza,103
2016-01-01,Xochimilco,118
2016-01-01,Alvaro Obregon,70
2017-01-01,Azcapotzalco,105
2017-01-01,Benito Juarez,45
2017-01-01,Coyoacan,50
2017-01-01,Cuajimalpa de Morelos,151
2017-01-01,Cuauhtemoc,35
2017-01-01,Gustavo A. Madero,85
2017-01-01,Iztacalco,100
2017-01-01,Iztapalapa,87
2017-01-01,La Magdalena Contreras,31
2017-01-01,Miguel Hidalgo,29
2017-01-01,Milpa Alta,48
2017-01-01,Tlalpan,84
2017-01-01,Tlahuac,93
2017-01-01,Venustiano Carranza,65
2017-01-01,Xochimilco,85
2017-01-01,Alvaro Obregon,56
2018-01-01,Azcapotzalco,385
2018-01-01,Benito Juarez,151
2018-01-01,Coyoacan,225
2018-01-01,Cuajimalpa de Morelos,416
2018-01-01,Cuauhtemoc,153
2018-01-01,Gustavo A. Madero,259
2018-01-01,Iztacalco,289
2018-01-01,Iztapalapa,409
2018-01-01,La Magdalena Contreras,136
2018-01-01,Miguel Hidalgo,91
2018-01-01,Milpa Alta,146
2018-01-01,Tlalpan,221
2018-01-01,Tlahuac,231
2018-01-01,Venustiano Carranza,291
2018-01-01,Xochimilco,223
2018-01-01,Alvaro Obregon,195
2019-01-01,Azcapotzalco,430
2019-01-01,Benito Juarez,174
2019-01-01,Coyoacan,241
2019-01-01,Cuajimalpa de Morelos,400
2019-01-01,Cuauhtemoc,160
2019-01-01,Gustavo A. Madero,403
2019-01-01,Iztacalco,296
2019-01-01,Iztapalapa,584
2019-01-01,La Magdalena Contreras,193
2019-01-01,Miguel Hidalgo,82
2019-01-01,Milpa Alta,179
2019-01-01,Tlalpan,273
2019-01-01,Tlahuac,211
2019-01-01,Venustiano Carranza,356
2019-01-01,Xochimilco,233
2019-01-01,Alvaro Obregon,270
2020-01-01,Azcapotzalco,173
2020-01-01,Benito Juarez,52
2020-01-01,Coyoacan,129
2020-01-01,Cuajimalpa de Morelos,124
2020-01-01,Cuauhtemoc,80
2020-01-01,Gustavo A. Madero,212
2020-01-01,Iztacalco,149
2020-01-01,Iztapalapa,276
2020-01-01,La Magdalena Contreras,87
2020-01-01,Miguel Hidalgo,51
2020-01-01,Milpa Alta,75
2020-01-01,Tlalpan,147
2020-01-01,Tlahuac,111
2020-01-01,Venustiano Carranza,121
2020-01-01,Xochimilco,146
2020-01-01,Alvaro Obregon,125
